Name,DistrictId
Negureni,35
Nucăreni,35
Ordășei,35
Pistruieni,35
Pistruienii Noi,35
Ratuș,35
Sărătenii Noi,35
Sărătenii Vechi,35
Scorțeni,35
Suhuluceni,35
Țînțăreni,35
Tîrșiței,35
Vadul-Leca,35
Vadul-Leca Nou,35
Văsieni,35
Verejeni,35
Zahareuca,35
Zăicani,35
Zăicanii Noi,35
Zgărdești,35
or. Cornești,37
Ungheni,37
Agronomovca,37
Alexeevca,37
Blindești,37
Boghenii Noi,37
Boghenii Vechi,37
Buciumeni,37
Bulhac,37
Bumbăta,37
Bușila,37
Buzduganii de Jos,37
Buzduganii de Sus,37
Cetireni,37
Chirileni,37
Cioropcani,37
Condrătești,37
s. Cornești,37
Cornova,37
Costuleni,37
Coșeni,37
Curtoaia,37
Drujba,37
Elizavetovca,37
Floreni,37
Florești,37
Florițoaia Nouă,37
Florițoaia Veche,37
Frăsinești,37
Gherman,37
Grăseni,37
Grozasca,37
Hîrcești,37
Hristoforovca,37
Izvoreni,37
Leordoaia,37
Lidovca,37
Măcărești,37
Măgurele,37
Mănoilești,37
Medeleni,37
Mircești,37
Mînzătești,37
Morenii Noi,37
Morenii Vechi,37
Năpădeni,37
Negurenii Noi,37
Negurenii Vechi,37
Novaia Nicolaevca,37
Petrești,37
Pîrlița,37
Poiana,37
Pojarna,37
Rădenii Vechi,37
Rezina,37
Romanovca,37
Săghieni,37
Sculeni,37
Semeni,37
Sinești,37
Șicovăț,37
Stolniceni,37
Teșcureni,37
Țîghira,37
Todirești,37
Unțești,37
Valea Mare,37
Veverița,37
Vulpești,37
Zagarancea,37
Zăzulenii Noi,37
Zăzulenii Vechi,37
